,class,problem,code,answer,semantics
2452,1,혜수네 집에는 매일 1.5L짜리 우유가 한 개씩 배달됩니다. 혜수네 집에 8일 동안 배달되는 우유의 양은 총 몇 L인지 구하시오.,"a = 1.5
b = 8
y = a * b
print(y)",12,혜 수 네 집 에 는 매일 1 . 5 L 짜리 우유 가 한 개 씩 배달 됩니다 . 혜 수 네 집 에 8 일 동안 배달 되 는 우유 의 양 은 총 몇 L 인지 구하 시 오 .
2453,5,"빵가루와 튀김가루의 비율을 5:4로 넣어 돈까스를 튀깁니다. 돈까스를 만드는데 들어간 튀김가루가 1kg 이라면, 빵가루는 몇 kg 필요합니까?","a = 5
b = 4
c = 1
y = c * a / b
print(y)",1.25,"빵가루 와 튀김 가루 의 비율 을 5 : 4 로 넣 어 돈 까스 를 튀 깁니다 . 돈 까스 를 만드 는 데 들어간 튀김 가루 가 1 kg 이 라면 , 빵가루 는 몇 kg 필요 합니까 ?"
2454,7,어느 초콜릿 가게에서는 초콜릿을 어제부터 오늘까지 900개 팔았습니다. 오늘은 초콜릿은 451개 팔았다고 할 때 어제와 오늘 중 초콜릿을 더 많이 판 날은 언제인지 구하세요.,"a = 900
b = 451
dicts = {""오늘"": b, ""어제"": a - b}
y = max(dicts, key=dicts.get)
print(y)",오늘,어느 초콜릿 가게 에서 는 초콜릿 을 어제 부터 오늘 까지 900 개 팔 았 습니다 . 오늘 은 초콜릿 은 451 개 팔 았 다고 할 때 어제 와 오늘 중 초콜릿 을 더 많이 판 날 은 언제 인지 구하 세요 .
2455,1,가방에 칫솔 28개와 치실 7개가 있습니다. 칫솔의 수는 치실의 몇 배인가요?,"a = 28
b = 7
y = a / b
print(y)",4,가방 에 칫솔 28 개 와 치실 7 개 가 있 습니다 . 칫솔 의 수 는 치실 의 몇 배 인가요 ?
2456,8,"원 A의 지름은 16센티미터이고 원 B의 지름은 원 A의 반지름과 같다고 할 때, 원 B의 반지름은 몇 센티미터입니까?","a = 16
b = a / 2
y = b / 2
print(y)",4,"원 A 의 지름 은 16 센티미터 이 고 원 B 의 지름 은 원 A 의 반지름 과 같 다고 할 때 , 원 B 의 반지름 은 몇 센티미터 입니까 ?"
2457,5,3100 - 3200 - A 를 규칙에 맞게 알맞은 수를 구해보시오.,"a = 3100
b = 3200
c = abs(a - b)
y = b + c
print(y)",3300,3100 - 3200 - A 를 규칙 에 맞 게 알맞 은 수 를 구해 보 시 오 .
2458,1,길이가 63.36cm인 색 테이프를 똑같이 3도막으로 잘랐습니다. 한 도막의 길이는 몇 cm가 될 지 계산해보세요.,"a = 63.36
b = 3
y = a / b
print(y)",21.12,길이 가 63 . 36 cm 인 색 테이프 를 똑같이 3 도막 으로 잘랐 습니다 . 한 도막 의 길이 는 몇 cm 가 될 지 계산 해 보 세요 .
2459,2,"영철이의 키는 열한번째로 크고, 수일이의 키는 열세번째로 크다. 준영이의 키는 영철이보다 작고 수일이보다 크다면 준영이는 몇 번째로 클까요?","a = 11
b = 13
y = (a + b) // 2
print(y)",12,"영철 이 의 키 는 열 한 번 째 로 크 고 , 수일 이 의 키 는 열세 번 째 로 크 다 . 준영 이 의 키 는 영철 이 보다 작 고 수일 이 보다 크 다면 준 영이 는 몇 번 째 로 클까요 ?"
2460,5,"어떤 수에 30을 빼고나서, 10을 곱한 후, 4를 더한 값을 2로 나눈 값이 152라고 합니다. 어떤 수를 구하시오.","a = 30
b = 10
c = 4
d = 2
e = 152
y = (e * d - c) / b + a
print(y)",60,"어떤 수 에 30 을 빼 고 나 서 , 10 을 곱한 후 , 4 를 더 한 값 을 2 로 나눈 값 이 152 라고 합니다 . 어떤 수 를 구하 시 오 ."
2461,5,"재우네 반 학생들중에서, 바닐라 맛 아이스크림을 좋아하는 학생은 20명이고 딸기 맛 아이스크림을 좋아하는 학생은 바닐라 맛을 좋아하는 학생보다 10명 적습니다. 초콜릿 맛 아이스크림을 좋아하는 학생은 딸기맛을 좋아하는 학생의 두 배일 때 초콜릿 맛을 좋아하는 학생은 몇 명일까요?","a = 20
b = 10
c = a - b
d = 2
y = c * d
print(y)",20,"재우 네 반 학생 들 중 에서 , 바닐라 맛 아이스크림 을 좋아하 는 학생 은 20 명 이 고 딸기 맛 아이스크림 을 좋아하 는 학생 은 바닐라 맛 을 좋아하 는 학생 보다 10 명 적 습니다 . 초콜릿 맛 아이스크림 을 좋아하 는 학생 은 딸기 맛 을 좋아하 는 학생 의 두 배일 때 초콜릿 맛 을 좋아하 는 학생 은 몇 명 일까요 ?"
2462,3,"숫자 1, 2, 3, 8 가 있습니다. 숫자를 3개 뽑아 한 번씩만 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 합을 구하시오.","from itertools import permutations

a = ['1', '2', '3', '8']
b = list(map(''.join, permutations(a, 3)))
c = int(max(b))
d = int(min(b))
y = c + d
print(y)",955,"숫자 1 , 2 , 3 , 8 가 있 습니다 . 숫자 를 3 개 뽑 아 한 번 씩 만 사용 하 여 세 자리 수 를 만들 려고 합니다 . 만들 수 있 는 가장 큰 수 와 가장 작 은 수 의 합 을 구하 시 오 ."
2463,8,한 변의 길이가 12센티미터인 정삼각형이 있습니다. 이 정삼각형의 둘레와 넓이를 더하면 얼마입니까?,"a = 12
b = 3
y = a * b + a * a * (3 ** 0.5 / 4) 
print(y)",98.35382907247958,한 변의 길이 가 12 센티미터 인 정삼각형 이 있 습니다 . 이 정삼각형 의 둘레 와 넓이 를 더 하 면 얼마 입니까 ?
2464,4,"동물원에 하마 724마리, 코끼리 465마리, 곰 426마리가 살고 있습니다. 가장 많은 동물의 수에서 가장 적은 동물의 수를 뺀 값을 구하시오.","a = [724, 465, 426]
y = max(a) - min(a)
print(y)",298,"동물원 에 하마 724 마리 , 코끼리 465 마리 , 곰 426 마리 가 살 고 있 습니다 . 가장 많 은 동물 의 수 에서 가장 적 은 동물 의 수 를 뺀 값 을 구하 시 오 ."
2465,8,"가로의 길이가 4m, 세로의 길이가 2m인 벽화의 넓이는 몇 m²일까요?","a = 4
b = 2
y = a * b
print(y)",8,"가로 의 길이 가 4 m , 세로 의 길이 가 2 m 인 벽화 의 넓이 는 몇 m ² 일까요 ?"
2466,1,"석두는 어제까지 과학 문제집을 31쪽 풀었습니다. 오늘부터 일주일 동안 하루에 7쪽씩 푼다면, 일주일 후에는 모두 몇 쪽을 풀게 되는지 구하세요.","a = 31
b = 7
y = a + (b * b)
print(y)",80,"석두 는 어제 까지 과학 문제집 을 31 쪽 풀 었 습니다 . 오늘 부터 일 주일 동안 하루 에 7 쪽 씩 푼다면 , 일 주일 후 에 는 모두 몇 쪽 을 풀 게 되 는지 구하 세요 ."
2467,1,"현진이는 길이가 3미터 인 색 테이프 한 개를 가지고 있습니다. 그중에서 1.3미터 는 리본을 만드는 데 사용하였고, 1.4미터 는 꽃을 만드는 데 사용하였습니다. 남은 색 테이프는 몇 미터 입니까?","a = 3
b = 1.3
c = 1.4
y = a - (b + c)
print(y)",0.30,"현진 이 는 길이 가 3 미터 인 색 테이프 한 개 를 가지 고 있 습니다 . 그 중 에서 1 . 3 미터 는 리본 을 만드 는 데 사용 하 였 고 , 1 . 4 미터 는 꽃 을 만드 는 데 사용 하 였 습니다 . 남 은 색 테이프 는 몇 미터 입니까 ?"
2468,8,"가로가 2cm, 세로가 3cm인 직사각형 4개를 겹치지 않게 이어 붙였습니다. 이어붙인 직사각형의 네 변의 길이의 합은 몇 cm인가요?","a = 2
b = 4
c = a * b
d = 3
y = (c + d) * 2
print(y)",22,"가로 가 2 cm , 세로 가 3 cm 인 직사각형 4 개 를 겹치 지 않 게 이어 붙였 습니다 . 이어 붙인 직사각 형 의 네 변의 길이 의 합 은 몇 cm 인가요 ?"
2469,8,"세로가 12cm인 직사각형의 가로가 세로의 2배일 때, 이 직사각형의 네 변의 길이의 합은 몇cm 인지 구하시오.","a = 12
b = 2
y = (a + a * b) * 2
print(y)",72,"세로 가 12 cm 인 직사각 형 의 가로 가 세로 의 2 배일 때 , 이 직사각 형 의 네 변의 길이 의 합 은 몇 cm 인지 구하 시 오 ."
2470,3,"숫자 카드 2, 4, 6, 8, 9 중에서 카드를 한 번만 사용하여 수를 만들려고 합니다. 만들 수 있는 가장 큰 수는 얼마인가요?","from itertools import permutations

a = ['2', '4', '6', '8', '9']
y = int(max(map(''.join, permutations(a, len(a)))))
print(y)",98642,"숫자 카드 2 , 4 , 6 , 8 , 9 중 에서 카드 를 한 번 만 사용 하 여 수 를 만들 려고 합니다 . 만들 수 있 는 가장 큰 수 는 얼마 인가요 ?"
2471,1,민희는 건전지 49개를 5/7만큼 사용했습니다. 남은 건전지는 몇개입니까?,"a = 49
b = 5/7 
y = int(a - (a * b))
print(y)",14,민희 는 건전지 49 개 를 5 / 7 만큼 사용 했 습니다 . 남 은 건전지 는 몇 개 입니까 ?
2472,8,"넓이가 78제곱미터인 직사각형 모양의 들판의 가로가 13미터 일 때, 세로는 몇 미터 입니까?","a = 78
b = 13
y = a / b
print(y)",6,"넓이 가 78 제곱미터 인 직사각 형 모양 의 들판 의 가로 가 13 미터 일 때 , 세로 는 몇 미터 입니까 ?"
2473,8,"가로가 12센티미터 , 세로가 4센티미터인 직사각형과 둘레가 같은 정사각형의 한 변의 길이는 몇 센티미터 입니까?","a = 12
b = 4
c = 4
y = ((a + b) * 2) / c
print(y)",8,"가로 가 12 센티미터 , 세로 가 4 센티미터 인 직사각 형 과 둘레 가 같 은 정사각형 의 한 변의 길이 는 몇 센티미터 입니까 ?"
2474,1,지수가 75자루의 연필을 3명의 친구에게 나누어 주려고 한다. 한 사람당 몇개씩 나누어 주면 될까?,"a = 75
b = 3
y = a // b
print(y)",25,지수 가 75 자루 의 연필 을 3 명 의 친구 에게 나누 어 주 려고 한다 . 한 사람 당 몇 개 씩 나누 어 주 면 될까 ?
2475,6,"어떤 수의 2/9은 18일때, 어떤 수의 1/3는 얼마일까요?","a = 2 / 9
b = 18
c = 1 / 3
y = (b / a) * c
print(y)",27,"어떤 수의 2 / 9 은 18 일 때 , 어떤 수의 1 / 3 는 얼마 일까요 ?"
2476,8,"한변이 2m, 다른 변이 500cm인 직사각형과 밑변이 5m, 높이가 2m인 삼각형이 있습니다. 두 도형의 넓이의 합은 몇 cm²일까요?","a = 2 * 100
b = 500
c = 5 * 100
d = 2 * 100
y = a * b + c * d / 2
print(y)",150000,"한 변이 2 m , 다른 변이 500 cm 인 직사각 형 과 밑변 이 5 m , 높이 가 2 m 인 삼각형 이 있 습니다 . 두 도형 의 넓이 의 합 은 몇 cm ² 일까요 ?"
2477,7,"세찬이는 하루 24시간 중에서 1/9만큼, 현진이는 1/5만큼 비행기를 탔다면, 비행기를 탄 시간이 더 긴사람은 누구입니까?","a = 24
b = 1 / 9
c = 1 / 5
dicts = {'세찬' : a * b, '현진' : a * c}
y = max(dicts, key=dicts.get)
print(y)",현진,"세찬 이 는 하루 24 시간 중 에서 1 / 9 만큼 , 현진 이 는 1 / 5 만큼 비행기 를 탔 다면 , 비행기 를 탄 시간 이 더 긴 사람 은 누구 입니까 ?"
2478,3,"숫자 카드 1, 2, 5, 7가 있습니다. 카드를 한 번씩 사용하여 만들 수 있는 두 자리 수 중에서 4으로 나눠지는 수는 모두 몇 개입니까?","from itertools import permutations

a = ['1', '2', '5', '7']
b = 2
c = list(map(''.join, permutations(a, b)))
y = 0
for i in c:
    if i[0] == '0':
        continue
    if int(i) % 4 == 0:
        y += 1
print(y)",3,"숫자 카드 1 , 2 , 5 , 7 가 있 습니다 . 카드 를 한 번 씩 사용 하 여 만들 수 있 는 두 자리 수 중 에서 4 으로 나눠 지 는 수 는 모두 몇 개 입니까 ?"
2479,3,"숫자 1, 2, 5, 9를 한번씩만 사용하여 만들 수 있는 가장 큰 네 자리 수는 무엇인가요?","from itertools import permutations

a = ['1', '2', '5', '9']
y = int(max(map(''.join, permutations(a, 4))))
print(y)",9521,"숫자 1 , 2 , 5 , 9 를 한 번 씩 만 사용 하 여 만들 수 있 는 가장 큰 네 자리 수 는 무엇 인가요 ?"
2480,1,"도넛을 한 상자에 6개씩 담았다면, 20상자에 담은 도넛은 모두 몇 개일까요?","a = 6
b = 20
y = a * b
print(y)",120,"도넛 을 한 상자 에 6 개 씩 담 았 다면 , 20 상자 에 담 은 도넛 은 모두 몇 개 일까요 ?"
2481,8,넓이가 50cm²이고 높이가 10cm인 삼각형이 있습니다. 이 삼각형의 밑변의 길이는 몇 cm인지 구해 보세요.,"a = 50
b = 10
y = a * 2 / b
print(y)",10,넓이 가 50 cm ² 이 고 높이 가 10 cm 인 삼각형 이 있 습니다 . 이 삼각형 의 밑변 의 길이 는 몇 cm 인지 구해 보 세요 .
2482,1,"민재와 아버지는 사과를 땄습니다. 민재는 6.53kg , 아버지께서는 7.78kg 을 땄다면, 두사람이 딴 사과의 합은 모두 몇 kg 입니까?","a = 6.53
b = 7.78
y = a + b
print(y)",14.31,"민재 와 아버지 는 사과 를 땄 습니다 . 민재 는 6 . 53 kg , 아버지 께서 는 7 . 78 kg 을 땄 다면 , 두 사람 이 딴 사과 의 합 은 모두 몇 kg 입니까 ?"
2483,8,네 변의 길이의 합이 52센티미터인 직사각형의 가로가 12센티미터 라면 세로는 몇 센티미터 입니까?,"a = 52
b = 12
y = (a - b * 2) / 2
print(y)",14,네 변의 길이 의 합 이 52 센티미터 인 직사각 형 의 가로 가 12 센티미터 라면 세로 는 몇 센티미터 입니까 ?
2484,5,"두 수A,B의 합은 63이고 차는 3입니다. 두 수 A,B의 곱을 구하시오.","a = 63
b = 3
y = ((a + b) / 2) * (a - ((a + b) / 2))
print(y)",990,"두 수 A , B 의 합 은 63 이 고 차 는 3 입니다 . 두 수 A , B 의 곱 을 구하 시 오 ."
2485,8,"직육면체의 면, 모서리, 꼭짓점의 개수의 합을 구하세요.","a = 6
b = 12
c = 8
y = a + b + c
print(y)",26,"직육면체 의 면 , 모서리 , 꼭짓점 의 개수 의 합 을 구하 세요 ."
2486,8,한 변의 길이가 40센티미터인 마름모가 있습니다. 이 마름모의 둘레는 몇 센티미터일까요?,"a = 40
b = 4
y = a * b
print(y)",160,한 변의 길이 가 40 센티미터 인 마름모 가 있 습니다 . 이 마름모 의 둘레 는 몇 센티미터 일까요 ?
2487,3,"숫자 카드 4, 6, 8를 한 번씩만 사용하여 가장 큰 대분수를 만들려고 합니다. 이 대분수를 가분수로 바꾸었을 때 분자의 값을 구하세요.","a = [4, 6, 8]
a = sorted(a)
y = a[0] + a[1] * a[2]
print(y)",52,"숫자 카드 4 , 6 , 8 를 한 번 씩 만 사용 하 여 가장 큰 대분수 를 만들 려고 합니다 . 이 대분수 를 가분수 로 바꾸 었 을 때 분자 의 값 을 구하 세요 ."
2488,1,시헌이는 한 달에 책을 8권씩 읽습니다. 시헌이가 2년 동안 읽은책은 모두 몇 권인지 구하여 보세요.,"a = 8
b = 24
y = a * b
print(y)",192,시헌 이 는 한 달 에 책 을 8 권 씩 읽 습니다 . 시헌 이 가 2 년 동안 읽 은 책 은 모두 몇 권 인지 구하 여 보 세요 .
2489,7,"유진이의 키는 4/3m , 수진이의 키는 8/6m 입니다. 키가 더 큰 사람은 누구입니까?","a = 4 / 3
b = 8 / 6
dicts = {'유진': a, '수진': b}
y = max(dicts, key=dicts.get) 
print(y)",유진,"유진 이 의 키 는 4 / 3 m , 수진 이 의 키 는 8 / 6 m 입니다 . 키 가 더 큰 사람 은 누구 입니까 ?"
2490,1,양배추 642개를 한 상자에 21개씩 담아서 팔려고 합니다. 양배추는 모두 몇 상자를 팔 수 있을까요?,"a = 642
b = 21
y = a // b
print(y)",30,양배추 642 개 를 한 상자 에 21 개 씩 담 아서 팔 려고 합니다 . 양배추 는 모두 몇 상자 를 팔 수 있 을까요 ?
2491,1,치훈이는 비타민 50알 중에서 3/10을 복용했습니다. 치훈이가 먹고 남은 비타민은 몇알일까요?,"a = 50
b = 3/10
y = int(a - (a * b))
print(y)",35,치훈 이 는 비타민 50 알 중 에서 3 / 10 을 복용 했 습니다 . 치훈 이 가 먹 고 남 은 비타민 은 몇 알 일까요 ?
2492,1,"선주는 사탕을 12개 가지고 있고, 정욱이는 선주가 가지고 있는 사탕 10배보다 5개 더 많이 가지고 있다고하면, 정욱이가 가진 사탕은 몇 개인가요?","a = 12
b = 10
c = 5
y = a * b + c
print(y)",125,"선주 는 사탕 을 12 개 가지 고 있 고 , 정욱 이 는 선주 가 가지 고 있 는 사탕 10 배 보다 5 개 더 많이 가지 고 있 다고 하 면 , 정욱 이 가 가진 사탕 은 몇 개 인가요 ?"
2493,8,"둘레가 40cm 인 정사각형과 가로가 12cm이고, 둘레가 60cm 인 직사각형의 넓이의 합은 몇 cm²인지 구하시오.","a = 40
b = 4
c = 12
d = 60
e = (a / b) ** 2
f = c * (d / 2 - c)
y = e + f
print(y)",316,"둘레 가 40 cm 인 정사각형 과 가로 가 12 cm 이 고 , 둘레 가 60 cm 인 직사각 형 의 넓이 의 합 은 몇 cm ² 인지 구하 시 오 ."
2494,1,어느 백화점에서 사과  12.50kg을 한 상자에 0.50kg씩 담아 팔려고 합니다. 모두 몇 상자를 팔 수 있는지 구하세요.,"a = 12.50
b = 0.50
y = int(a / b)
print(y)",25,어느 백화점 에서 사과 12 . 50 kg 을 한 상자 에 0 . 50 kg 씩 담 아 팔 려고 합니다 . 모두 몇 상자 를 팔 수 있 는지 구하 세요 .
2495,3,"숫자 카드 1, 9, 3, 5, 6, 7를 각각 한 번씩 사용하여 만들 수 있는 가장 작은 수를 구하시오.","a = [1, 9, 3, 5, 6, 7]
a.sort()
b = list(map(str, a))
y = """".join(b)
print(y)",135679,"숫자 카드 1 , 9 , 3 , 5 , 6 , 7 를 각각 한 번 씩 사용 하 여 만들 수 있 는 가장 작 은 수 를 구하 시 오 ."
2496,8,"밑변의 길이가 5미터이고, 높이가 8미터인 평행사변형 모양의 땅의 넓이는 몇 제곱미터인가요?","a = 5
b = 8
y = a * b
print(y)",40,"밑변 의 길이 가 5 미터 이 고 , 높이 가 8 미터 인 평행사변형 모양 의 땅 의 넓이 는 몇 제곱미터 인가요 ?"
2497,4,7/12의 분모에 36을 더했습니다. 7/12와 크기가 같아지려면 분자에 얼마를 더해야 할까요?,"a = 7
b = 12
c = 36
y = (a / b) * (b + c) - a
print(y)",21,7 / 12 의 분모 에 36 을 더 했 습니다 . 7 / 12 와 크기 가 같 아 지 려면 분자 에 얼마 를 더 해야 할까요 ?
2498,7,"민수는 수영, 자전거, 달리기를 각각 1 km 600 m, 45 km, 33 km씩 했습니다. 가장 긴 거리를 한 종목은 어떤 종목인지 구하세요.","a = 1600
b = 45000
c = 33000
dicts = {""수영"": a, ""자전거"": b, ""달리기"": c}
y = max(dicts, key=dicts.get)
print(y)",자전거,"민수 는 수영 , 자전거 , 달리기 를 각각 1 km 600 m , 45 km , 33 km 씩 했 습니다 . 가장 긴 거리 를 한 종목 은 어떤 종목 인지 구하 세요 ."
2499,8,반지름이 7cm인 원의 둘레는 몇cm인지 구하시오. 원주율은 3.14로 계산합니다.,"a = 2
b = 7
c = 3.14
y = b * a * c
print(y)",43.96,반지름 이 7 cm 인 원 의 둘레 는 몇 cm 인지 구하 시 오 . 원주율 은 3 . 14 로 계산 합니다 .
2500,7,"은현이가 피자 전체의 1/6을 먹고, 서주가 1/5을 먹고, 동주가 전체의 1/4을 먹었다면, 피자를 가장 많이 먹은 사람은 누구입니까?","a = 1 / 6
b = 1 / 5
c = 1 / 4
dicts = {'은현': a, '서주': b, '동주': c}
y = max(dicts, key=dicts.get)
print(y)",동주,"은현 이 가 피자 전체 의 1 / 6 을 먹 고 , 서주 가 1 / 5 을 먹 고 , 동주 가 전체 의 1 / 4 을 먹 었 다면 , 피자 를 가장 많이 먹 은 사람 은 누구 입니까 ?"
2501,8,"가로가 12cm, 세로가 3cm인 직사각형이 있습니다. 이 직사각형의 네 변 길이의 합은 세로 길이의 몇 배인가요?","a = 12
b = 3
y = (a + b) * 2 / b
print(y)",10,"가로 가 12 cm , 세로 가 3 cm 인 직사각형 이 있 습니다 . 이 직사각 형 의 네 변 길이 의 합 은 세로 길이 의 몇 배 인가요 ?"
2502,6,어떤 수에 12을 곱해야 할 것을 잘못하여 더했더니 60이 되었습니다. 바르게 계산해보시오.,"a = 60
b = 12
y = (a - b) * b
print(y)",576,어떤 수 에 12 을 곱해야 할 것 을 잘못 하 여 더 했 더니 60 이 되 었 습니다 . 바르 게 계산 해 보 시 오 .
2503,1,"주머니에 사탕이 19개가 있는데, 수민이가 4개를 꺼내서 먹었습니다. 주머니 안에 있는 사탕은 모두 몇 개입니까?","a = 19
b = 4
y = a - b
print(y)",15,"주머니 에 사탕 이 19 개 가 있 는데 , 수민 이 가 4 개 를 꺼내 서 먹 었 습니다 . 주머니 안 에 있 는 사탕 은 모두 몇 개 입니까 ?"
2504,8,길이가 96cm 인 끈으로 만들 수 있는 가장 큰 정사각형의 한 변의 길이는 몇 cm 입니까?,"a = 96
b = 4
y = a / b
print(y)",24,길이 가 96 cm 인 끈 으로 만들 수 있 는 가장 큰 정사각형 의 한 변의 길이 는 몇 cm 입니까 ?
2505,7,소정이네 과수원에서는 사과나무 50그루에서 사과 15000개를 수확했습니다. 정민이네 과수원에서는 사과나무 60그루에서 사과 12000개를 수확했습니다. 소정이와 정민이네 과수원 중 사과나무 한 그루 당 수확한 사과 수의 평균은 누구네 과수원이 더 많은가요?,"a = 50
b = 15000
c = 60
d = 12000
dict = {'소정':b/a, '정민':d/c}
y = max(dict, key=dict.get)
print(y)",소정,소정 이 네 과수원 에서 는 사과나무 50 그루 에서 사과 15000 개 를 수확 했 습니다 . 정민이 네 과수원 에서 는 사과나무 60 그루 에서 사과 12000 개 를 수확 했 습니다 . 소정 이 와 정민이 네 과수원 중 사과나무 한 그루 당 수확 한 사과 수 의 평균 은 누구 네 과수원 이 더 많 은가요 ?
2506,7,"지윤이는 등산을 1/3시간, 수영을 0.9시간, 테니스를 1/2시간 했습니다. 가장 오래한 운동은 무엇인가요?","a = 1/3
b = 0.9
c = 1/2
d = {'등산': a, '수영' : b, '테니스' : c}
y = max(d, key=d.get)
print(y)",수영,"지윤 이 는 등산 을 1 / 3 시간 , 수영 을 0 . 9 시간 , 테니스 를 1 / 2 시간 했 습니다 . 가장 오래 한 운동 은 무엇 인가요 ?"
2507,8,반지름의 길이가 7센티미터인 원이 있습니다. 이 원의 넓이는 몇 센티미터²인가요?,"import math

a = 7
b = math.pi
y = (a ** 2) * b
print(y)",153.93804002589985,반지름 의 길이 가 7 센티미터 인 원 이 있 습니다 . 이 원 의 넓이 는 몇 센티미터 ² 인가요 ?
2508,4,"숫자 카드 78, 24, 35, 49이 있을 때 가장 큰 수를 가장 작은 수로 나누었을 때 몫을 구하시오.","a = [78, 24, 35, 49]
y = max(a) // min(a)
print(y)",3,"숫자 카드 78 , 24 , 35 , 49 이 있 을 때 가장 큰 수 를 가장 작 은 수 로 나누 었 을 때 몫 을 구하 시 오 ."
2509,1,어느 날 편의점에서 새우 과자 1＋1 행사를 하고 있습니다. 새우 과자 한 상자에는 쿠키가 25개 들어 있습니다. 이 새우 과자 한 상자를 사면 쿠키 몇 개를 사게 될까요?,"a = 25
y = a + a
print(y)",50,어느 날 편의점 에서 새우 과자 1 ＋ 1 행사 를 하 고 있 습니다 . 새우 과자 한 상자 에 는 쿠키 가 25 개 들 어 있 습니다 . 이 새우 과자 한 상자 를 사 면 쿠키 몇 개 를 사 게 될까요 ?
2510,1,"문어 한 마리의 다리는 8개라면, 문어 20마리의 다리는 모두 몇 개인지 구하세요.","a = 8
b = 20
y = a * b
print(y)",160,"문어 한 마리 의 다리 는 8 개 라면 , 문어 20 마리 의 다리 는 모두 몇 개 인지 구하 세요 ."
2511,3,"숫자 카드 2,5,6이 있습니다. 카드를 한 번씩만 사용하여 만들 수 있는 세 자리 수 중에서 2의 배수는 모두 몇 개인가요?","from itertools import permutations

a = ['2', '5', '6']
b = 2
c = list(map(''.join, permutations(a, 3)))
d = 0
for i in c:
    if int(i) % b == 0:
        d += 1
y = d
print(y)",4,"숫자 카드 2 , 5 , 6 이 있 습니다 . 카드 를 한 번 씩 만 사용 하 여 만들 수 있 는 세 자리 수 중 에서 2 의 배수 는 모두 몇 개 인가요 ?"
2512,8,길이가 27cm인 색 테이프 10장을 5cm씩 겹쳐서 길게 이어 붙이려고 합니다. 이어 붙인 색 테이프의 전체 길이는 몇cm 인지 구해 보시오.,"a = 27
b = 10
c = 5
y = a * b - c * (b - 1)
print(y)",225,길이 가 27 cm 인 색 테이프 10 장 을 5 cm 씩 겹쳐서 길 게 이어 붙이 려고 합니다 . 이어 붙인 색 테이프 의 전체 길이 는 몇 cm 인지 구해 보 시 오 .
2513,6,어떤 수에 19를 곱해야 할 것을 91을 곱하였더니 273이 되었습니다. 바르게 계산해보시오.,"a = 19
b = 91
c = 273
y = (c / b) * a
print(y)",57,어떤 수 에 19 를 곱해야 할 것 을 91 을 곱하 였 더니 273 이 되 었 습니다 . 바르 게 계산 해 보 시 오 .
2514,1,집에서 도서관까지는 3.2km입니다. 영준이가 1분에 0.4km를 가는 빠르기로 집에서 도서관까지 간다면 몇 분만에 도서관에 도착할 수 있는지 구하세요.,"a = 3.2
b = 0.4
y = a / b
print(y)",8,집 에서 도서관 까지 는 3 . 2 km 입니다 . 영준 이 가 1 분 에 0 . 4 km 를 가 는 빠르기 로 집 에서 도서관 까지 간다면 몇 분 만 에 도서관 에 도착 할 수 있 는지 구하 세요 .
2515,8,"밑변이 9센티미터, 높이가 4센티미터인 평행사변형이 있습니다. 이 평행사변형의 넓이를 구하세요.","a = 9
b = 4
y = a * b
print(y)",36,"밑변 이 9 센티미터 , 높이 가 4 센티미터 인 평행사변형 이 있 습니다 . 이 평행사변형 의 넓이 를 구하 세요 ."
2516,4,"A는 4850 × □ = 48.5, B는 69 × □ = 6.9, C는 815 × □ = 0.815입니다. □안에 들어갈 수 중 가장 큰 것을 찾고 얼마인지 구해보시오.","a = 485 / 4850
b = 6.9 / 69
c = 0.815 / 815
y = max(a, b, c)
print(y)",0.10,"A 는 4850 × □ = 48 . 5 , B 는 69 × □ = 6 . 9 , C 는 815 × □ = 0 . 815 입니다 . □ 안 에 들어갈 수 중 가장 큰 것 을 찾 고 얼마 인지 구해 보 시 오 ."
2517,8,크기가 같은 마름모 2개의 둘레의 합이 256센티미터라고 합니다. 그렇다면 마름모의 한 변의 길이는 몇 센티미터 인지 구하시오.,"a = 4
b = 2
c = 256
y = c / a / b
print(y)",32,크기 가 같 은 마름모 2 개 의 둘레 의 합 이 256 센티미터 라고 합니다 . 그렇 다면 마름모 의 한 변의 길이 는 몇 센티미터 인지 구하 시 오 .
2518,4,"숫자 57, 46, 29, 82 중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [57, 46, 29, 82]
y = max(a) * min(a)
print(y)",2378,"숫자 57 , 46 , 29 , 82 중 에서 , 가장 큰 수 와 가장 작 은 수 의 곱 을 구하 시 오 ."
2519,5,3675 - 4075 - A수 배열의 규칙에 맞게 A에 들어갈 수는 몇인지 구하시오.,"a = 4000
b = 3000
c = a - b
y = a + c
print(y)",5000,3675 - 4075 - A 수 배열 의 규칙 에 맞 게 A 에 들어갈 수 는 몇 인지 구하 시 오 .
2520,1,볼펜 38개를 한 상자에 2개씩 담으려면 상자는 몇 상자 필요한지 구해보세요.,"from math import ceil

a = 38
b = 2
y = ceil(a / b)
print(y)",19,볼펜 38 개 를 한 상자 에 2 개 씩 담 으려면 상자 는 몇 상자 필요 한지 구해 보 세요 .
