,Unnamed: 0,class,problem,code,answer
1169,1169,5,"60의 약수인 어떤 수의 약수를 모두 더하면 42라면, 어떤 수는 얼마일까요?","a = 60
b = 42
c = []
for i in range(1, a + 1):
    if a % i == 0:
        c.append(i)
for i in c:
    d = 0
    for j in range(1, i + 1):
        if i % j == 0:
            d += j
    if d == b:
        y = i
        break
print(y)",20
1170,1170,1,레몬 48개를 한 상자에 6개씩 담아 팔려고 할 때 최대 몇 상자까지 팔 수 있을가요?,"a = 48
b = 6
y = a // b
print(y)",8
1171,1171,4,"분수 1/6, 2/7, 7/12, 8/13 중에서, 가장 큰 분수를 소수로 나타내세요.","a = [1 / 6, 2 / 7, 7 / 12, 8 / 13]
y = max(a)
print(y)",0.62
1172,1172,1,컴퓨터에 저장된 문서 8개의 용량은 19.74MB입니다. 문서의 용량이 모두 같다면 문서 1개의 용량은 몇 MB일까요?,"a = 8
b = 19.74
y = b / a
print(y)",2.47
1173,1173,8,"크기가 같은 마름모 5개의 둘레의 합이 100센티미터입니다. 그렇다면, 마름모 한 변의 길이는 몇 센티미터 인지 구하시오.","a = 4
b = 5
c = 100
y = c / (b * a)
print(y)",5
1174,1174,8,한변의 길이가 21센티미터인 정삼각형의 둘레는 몇 센티미터일까요?,"a = 21
b = 3
y = a * b
print(y)",63
1175,1175,6,어떤 수를 5로 나누어야 할 것을 잘못하여 곱하였더니 50이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 5
b = 50
y = b / a / a
print(y)",2
1176,1176,1,"운동장에 남학생이 8명씩 20줄, 여학생이 10명씩 19줄 서있다면, 운동장에 서 있는 학생은 모두 몇 명인가요?","a = 8 * 20
b = 10 * 19
y = a + b
print(y)",350
1177,1177,5,두 식 A + 1/5 = 17/30와 A + B = 3/5을 만족하는 B 소수로 나타내시오.,"a = 1 / 5
b = 17 / 30
c = 3 / 5
y = c + a - b
print(y)",0.23
1178,1178,8,"가로가 12cm, 세로가 18cm인 직사각형이 있습니다. 이 직사각형의 둘레를 구하세요.","a = 12
b = 18
y = 2 * (a + b)
print(y)",60
1179,1179,1,"공장에서 총 3789개의 부품을 만들었습니다. 이 부품을 상자에 넣어 보관하려고 합니다. 한 상자에는 50개의 부품을 넣고, 나머지는 그냥 둔다고 하면, 상자에 들어간 부품의 개수는 총 몇 개입니까?","a = 3789
b = 50
y = (a // b) * b
print(y)",3750
1180,1180,5,"다음 식 88/A=11 , 72/A=B 이 있습니다. 이를 만족하는 A와 B의 합을 구하시오.","a = 88
b = 11
c = 72
y = (a / b) + c / (a / b)
print(y)",17
1181,1181,8,"윗변의 길이가 6센티미터, 높이가 4센티미터인 사다리꼴의 넓이가 40센티미터²입니다. 이 사다리꼴의 아랫변의 길이는 몇 센티미터일까요?","a = 6
b = 4
c = 40
y = (c * 2 / b) - a
print(y)",14
1182,1182,1,색 테이프 50 미터로 리본을 30개 만들려고 했더니 색 테이프가 13.6 미터 부족했습니다. 리 본 한개를 만드는 데 필요한 색 테이프는 몇 미터 인지 구하시오.,"a = 50
b = 13.6
c = 30
d = a + b
y = d / c
print(y)",2.12
1183,1183,8,한 변의 길이가 36센티미터인 정사각형과 둘레가 같은 정구각형이 있습니다. 이 정구각형의 한 변의 길이는 몇 센티미터입니까?,"a = 36
b = 4
c = 9
y = a * b / c
print(y)",16
1184,1184,8,"가로가 20cm, 세로가 40cm인 직사각형 모양의 종이를 크기가 같은 정사각형 모양으로 남는 부분 없이 자르려고 합니다. 자를 수 있는 가장 큰 정사각형 모양으로 자를 때 종이는 모두 몇 장 만들 수 있나요?","import math

a = 20
b = 40
c = math.gcd(a, b)
y = (a // c) * (b // c)
print(y)",2
1185,1185,8,"가로의 길이가 24cm, 세로의 길이가 22cm인 직사각형이 있습니다. 이 직사각형의 넓이는 몇 cm²일까요?","a = 24
b = 22
y = a * b
print(y)",528
1186,1186,1,"어느 공장에 구슬이 10000자루씩 5상자, 1000자루씩 2상자, 100자루씩 3상자, 10자루씩 8상자 있다면, 이 공장에 있는 구슬은 모두 몇 자루인가요?","a = 10000 * 5
b = 1000 * 2
c = 100 * 3
d = 10 * 8
y = a + b + c + d
print(y)",52380
1187,1187,5,"길이의 차가 12센티미터인 두 막대가 있습니다. 두 막대를 겹쳐지지 않게 이어 붙이고 측정하였더니 60센티미터 였습니다. 이때, 짧은 막대의 길이는 몇 센티미터입니까?","a = 12
b = 60
y = (b - a) / 2
print(y)",24
1188,1188,1,홀리의 어머니께서는 밀라노로 출장을 가시기 전에 환전하려고 합니다. 환전하는 날의 환율은 우리나라 돈 2000원이 미국 돈 1.95 달러일 때 우리나라 돈68000원으로 환전할 수 있는 미국 돈은 몇 달러인지 구해 보세요.,"a = 2000
b = 1.95
c = 68000
y = c / a * b
print(y)",66.30
1189,1189,3,"123부터 456까지 수를 모두 한번씩 적는다면, 숫자 1은 몇 번 등장하는지 구해보세요.","a = 123
b = 456
c = '1'
y = 0
for i in range(a, b + 1):
    y += str(i).count(c)
print(y)",140
1190,1190,8,원 A의 지름은 88cm이고 원 B의 지름은 원 A의 반지름과 같습니다. 두 원의 반지름의 차는 몇 cm 인지 구하시오.,"a = 88
b = a / 2
y = a / 2 - b / 2
print(y)",22
1191,1191,8,넓이가 90cm²이고 한 대각선의 길이가 10cm인 마름모가 있습니다. 이 마름모의 다른 대각선의 길이는 몇 cm인가요?,"a = 90
b = 10
y = 2 * a / b
print(y)",18
1192,1192,8,"둘레가 40cm 인 정사각형과 가로가 9cm 이고, 둘레가 24cm 인 직사각형이 있습니다. 두 도형의 넓이의 차는 몇 cm²인지 구하시오.","a = 40
b = 9
c = 24
d = 4
y = abs((a / d) * (a / d) - (((c - b * 2) / 2) * b))
print(y)",73.0
1193,1193,3,"4 장의 숫자 카드 2, 8, 0, 5가 있습니다. 이중에서, 2장을 골라 한 번씩만 사용하여 소수 한 자리 수를 만들 때, 7보다 큰 소수는 모두 몇 개 만들 수 있습니까?","from itertools import permutations

a = [2, 8, 0, 5]
b = 2
c = list(permutations(a, b))
y = 0
for i in c:
    if i[0] >= 7:
        y += 1
if 0 in a:
    y -= 1
print(y)",2
1194,1194,8,둘레가 77cm 인 정칠각형의 한 변은 몇 cm 입니까?,"a = 77
b = 7
y = a / b
print(y)",11
1195,1195,1,윤기네 과수원에서는 사과를 300개 수확하였습니다. 이 사과들을 가족 12명에게 13개씩 나누어 주었다면 남은 사과는 몇 개인지 구해 보시오.,"a = 300
b = 12
c = 13
y = a - b * c
print(y)",144
1196,1196,7,"나나의 키는 165센티미터 이고, 가은이의 키는 162.3 센티미터 입니다. 누구의 키가 더 큽니까?","a = 165
b = 162.3
dicts = {""나나"": a, ""가은"": b}
y = max(dicts, key=dicts.get)
print(y)",나나
1197,1197,1,주영이네 반 남학생 15명의 키의 평균은 154cm입니다. 여학생 10명의 키의 평균은 145cm입니다. 주영이네 반 전체 학생의 키의 평균은 몇 cm인지 구해보시오.,"a = 15
b = 154
c = 10
d = 145
y = (a * b + c * d) / (a + c)
print(y)",150.4
1198,1198,8,"가로의 길이가 12cm, 세로의 길이가 9cm인 직사각형이 있습니다. 이 직사각형의 둘레를 구하시오.","a = 12
b = 9
y = (a + b) * 2
print(y)",42
1199,1199,7,민주가 가지고 있는 끈의 길이는 6.705미터 이고 대현이 가 가지고 있는 끈의 길이는 6.74 미터 입니다. 누가 가지 고 있는 끈이 더 깁니까?,"dicts = {""민주"": 6.705, ""대현"": 6.74}
y = max(dicts, key=dicts.get)
print(y)",대현
1200,1200,8,한 변의 길이가 3cm인 정삼각의 세 변의 길이의 합은 몇 cm인가요?,"a = 3
b = 3
y = a * b
print(y)",9
1201,1201,6,90 에 어떤 수를 더하고 12 을 빼야 할 것을 55 에서 어떤 수를 빼었더니 22 이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 90
b = 12
c = 55
d = 22
y = (c - d) + a - b
print(y)",111
1202,1202,5,"두 수A,B가 있습니다. 두 수A,B의 합은 21이고 큰 수를 작은 수로 나누면 6입니다. 두 수A,B의 합을 구하시오.","a = 21
b = 6
y = abs((a / (b + 1))*b - a / (b + 1))
print(y)",15.0
1203,1203,6,어떤 수에 23을 곱해야 하는데 실수로 23을 더했더니 43이 되었습니다. 바르게 계산한 결과를 구하시오.,"a = 23
b = 23
c = 43
y = (c - b) * a 
print(y)",460
1204,1204,7,"배 한 개의 무게는 바둑돌 10개의 무게와 같고, 단추 13개의 무게와 같습니다. 바둑돌과 단추 중 한 개의 무게가 더 가벼운 것은 무엇입니까?","a = 10
b = 13
c = 1
dict = {'바둑돌': c/a, '단추': c/b}
y = min(dict, key=dict.get)
print(y)",단추
1205,1205,4,"4장의 숫자 카드 1,9,4,5를 한 번씩 모두 사용하여 두 자리 수 두개의 곱셈식을 만들려고 합니다. 가장 큰 곱과 가장 작은 곱의 차를 구하시오.","from itertools import permutations

a = ['1', '9', '4', '5']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = max(c) - min(c)
print(y)",4179
1206,1206,8,넓이가 50.12센티미터인 원의 반지름의 길이가 세 배가 될 경우 넓이는 센티미터²인가요?,"import math

a = 50.12
b = 3
c = math.pi
y = ((((a / c) ** 0.5) * b) ** 2) * c
print(y)",451.08
1207,1207,8,"둘레가 50cm인 직사각형의 세로의 길이가 12cm라면, 가로의 길이는 몇 cm인가요?","a = 50
b = 12
y = (a - b * 2) / 2
print(y)",13
1208,1208,5,"어떤 수의 1/6이 9라면, 어떤 수의 1/3은 얼마일까요? ","a = 1 / 6
b = 9
c = 1 / 3
d = b / a
y = d * c
print(y)",18
1209,1209,5,"어떤 병에 물을 A 그릇으로 가득 채우려면 10 번, B 그릇으로 가득 채우려면 2 번 부어야 합니다. B 용기는 A 용기의 몇 배입니까?","a = 10
b = 2
y = (1/b) / (1/a)
print(y)",5
1210,1210,1,"태연이네 학교의 운동장 둘레는 223.9 m 입니다 태연이가 운동장을 4 바퀴 달렸다면, 모두 몇 m를 달린 것 인지 구해보시오.","a = 223.9
b = 4
y = a * b
print(y)",895.60
1211,1211,3,"숫자 8, 7, 1가 있습니다. 이중에서, 2개를 뽑아 만들 수 있는 가장 큰 두 자리 수를 구하시오.","from itertools import permutations

a = ['8', '7', '1']
y = int(max(map(''.join, permutations(a, 2))))
print(y)",87
1212,1212,1,"공책 한 권의 무게는 75g , 연필 한 자루의 무게는 30g , 지우개 한 개의 무게는 20g입니다. 공책 2권, 연필 6자루, 지우개 2개의 무게를 합하면 몇 g 인지 구 하시오.","a = 75
b = 30
c = 20
d = 2
e = 6
f = 2
y = a * d + b * e + c * f
print(y)",370
1213,1213,3,1부터 9까지의 자연수 중에서 다음 식 50－9÷3＋40＞A 을 만족하는 수는 모두 몇 개인가요?,"a = 50 - (9/3) + 40
b = 1
c = 9
y = 0
for i in range(b, c + 1):
    if i < a:
        y += 1
print(y)",9
1214,1214,8,한 변의 길이가 18센티미터인 정오각형이 있습니다. 이 정오각형의 둘레는 몇센티미터인가요?,"a = 18
b = 5
y = a * b
print(y)",90
1215,1215,1,지혁이는 집에서 9.8km 떨어진 도서관에 자전거를 타고 가려고 합니다. 지혁이가 지금까지 간 거리가 6.4km 일 때 도서관에 도착하려면 몇 km를 더 가야 하나요?,"a = 9.8
b = 6.4
y = a - b
print(y)",3.40
1216,1216,1,길이가 4cm인 클립을 이용하여 필통의 긴 쪽의 길이를 재었더니 클립으로 8번이었습니다. 필통의 긴 쪽의 길이는 몇 cm일까요?,"a = 4
b = 8
y = a * b
print(y)",32
1217,1217,1,"예석이는 한 상자에 6개씩 들어있는 포토카드 9장을 똑같이 3묶음으로 나누어 한 묶음을 가졌습니다. 이 중에서 2개를 동생에게 주고, 13개를 형에게서 받았다면 예석이가 가지고 있는 포토카드는 몇 장 일까요?","a = 6
b = 9
c = 3
d = 2
e = 13
y = a * b // c - d + e
print(y)",29
1218,1218,8,한 변의 길이가 30센티미터인 정사각형과 둘레가 같은 정오각형의 한 변의 길이는 몇 센티미터입니까?,"a = 30
b = 4
c = 5
y = a * b / c
print(y)",24
1219,1219,8,"사각형의 세 각의 크기가 각각 50°, 40°, 130°이라고 하면, 나머지 한 각의 크기는 얼마입니까?","a = 360
b = 50
c = 40
d = 130
y = a - b - c - d
print(y)",140
1220,1220,7,"문구점에 샤프심는 15 개씩 4줄로, 고무줄은 4개씩 5줄로 놓여 있습니다. 샤프심과 고무줄 중 어떤 것이 더 많나요?","a = 15
b = 4
c = 4
d = 5
dicts = {'샤프심': a * b, '고무줄': c * d}
y = max(dicts, key=dicts.get)
print(y)",샤프심
1221,1221,6,어떤 수에 12를 곱해야 하는데 실수로 더하였더니 100이 되었습니다. 바르게 계산해보시오.,"a = 12
b = 100
y = (b - a) * a
print(y)",1056
1222,1222,1,민화가 가진 테이프의 길이는 1 m 85 cm이고 석우가 가진 테이프의 길이는 2 m 90 cm입니다. 민화와 석우가 가진 테이프 길이의 합은 몇 cm일까요?,"a = (1 * 100) + 85
b = (2 * 100) + 90
y = a + b
print(y)",475
1223,1223,6,어떤 수에 666을 더해야 할 것을 실수로 뺐더니 333이 되었습니다. 바르게 계산해보시오.,"a = 666
b = 333
c = a + b
y = a + c
print(y)",1665
1224,1224,3,"숫자 카드 5, 6, 9, 7, 2 를 한 번 씩 모두 사용하여 수를 만들려고 합니다. 가장 작은 수를 구해보시오.","a = [5, 6, 9, 7, 2]
a.sort()
b = list(map(str, a))
y = """".join(b)
print(y)",25679
1225,1225,1,떨어진 높이의 0.5배만큼 튀어 오르는 공을 높이가 3미터인 곳에서 떨어뜨렸을 때 두 번째로 튀어 오른 공의 높이는 몇 미터인지 구해보시오.,"a = 0.5
b = 3
y = b * a * a
print(y)",0.75
1226,1226,8,"가로가 10cm, 세로가 20cm인 직사각형 10개를 가로로 붙여 놓았습니다. 만든 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 10
b = 20
c = 10
y = (a * c * 2) + (b * 2)
print(y)",240
1227,1227,1,"연수네 학교 도서관에 소설책이 600 권, 철학책이 150 권 있었습니다. 그중에서 250 권이 대출되었습니다. 남아 있는 소설책과 철학책은 몇 권입니까?","a = 600
b = 150
c = 250
y = a + b - c
print(y)",500
1228,1228,6,어떤 수를 13으로 나누어야 할 것을 잘못하여 어떤 수에 13을 더했더니 178이 되었다고 합니다. 바르게 계산했을때의 나머지는 얼마입니까?,"a = 13
b = 178
y = (b - a) % a
print(y)",9
1229,1229,8,한 변의 길이가 160cm인 정사각형이 있습니다. 이 정사각형의 둘레는 몇 cm입니까?,"a = 160
b = 4
y = a * b
print(y)",640
1230,1230,1,지윤이가 만든 오미자차 700g에는 설탕이 45g 들어 있습니다. 송미이는 지윤이가 만든 오미자차과 진하기가 같은 오미자차를 410g 만들었습니다. 송미는 오미자차에 설탕을 몇 g 넣었는지 답을 구해 보세요.,"a = 700
b = 45
c = 410
y = b / a * c
print(y)",26.357142857142854
1231,1231,8,넓이가 32센티미터²이고 높이가 4센티미터인 삼각형이 있습니다. 이 삼각형의 밑변의 길이를 구하세요.,"a = 32
b = 4
y = 2 * a / b
print(y)",16
1232,1232,1,7대의 오리배에 탄 승객이 14명이라고 합니다. 오리배에 탄 승객 수의 평균은 몇 명일까요?,"a = 7
b = 14
y = b / a
print(y)",2
1233,1233,5,12/30를 약분하여 나타낼 수 있는 분수 중에서 분모가 10인 분수의 분자를 구하세요.,"a = 12
b = 30
c = 10
y = a // (b // c)
print(y)",4
1234,1234,8,"한 변의 길이가 20센티미터인 정사각형을 가로는 20% 늘이고, 세로는 40% 줄여서 새로운 직사각형을 만들었다면, 정사각형의 넓이에 대한 직사각형의 넓이의 비율을 소수로 나타내세요.","a = 20
b = 20
c = 40
d = a + a * b / 100
e = a - a * c / 100
y = d * e / (a * a)
print(y)",0.72
1235,1235,1,"한 묶음에 25 장씩 들어 있는 색종이를 준면이는 6묶음 샀고, 세훈이는 7묶음 샀습니다. 두 사람이 산 색종이는 모두 몇 장입니까?","a = 25
b = 6
c = 7
y = a * (b + c)
print(y)",325
1236,1236,5,승호가 가진 돈으로 음료수 12개를 사면 200원이 남고 같은 음료수를 13개 사면 800원이 부족합니다. 음료수 한 개의 값은 얼마일까요?,"a = 12
b = 200
c = 13
d = 800
y = (b + d) / (c - a)
print(y)",1000
1237,1237,8,가로가 9cm이고 세로는 가로보다 5cm 더 긴 직사각형의 둘레는 몇 cm일까요?,"a = 9
b = 5
y = (a + a + b) * 2
print(y)",46
1238,1238,5,길이가 19.52센티미터인 연필을 볼록렌즈로 보았더니 27.22센티미터로 보였습니다. 블록렌즈로 볼 때의 연필의 길이는 실제 길이의 몇 배인지 구하세요.,"a = 19.52
b = 27.22
y = b / a
print(y)",1.39
1239,1239,1,12센티미터보다 5밀리미터 더 긴 연필이 있습니다. 이 연필의 길이를 소수로 몇 센티미터인지 나타내시오.,"a = 12
b = 5 * 0.1
y = a + b
print(y)",12.50
1240,1240,7,명진이는 지우개를 10개 가지고 있습니다. 수빈이는 지우개를 명진이보다 4개 더 많이 가지고 있고 현수는 수빈이보다 2개 더 적게 가지고 있습니다. 지우개를 가장 적게 가지고 있는 사람은 누구입니까?,"a = 10
b = 4
c = 2
dicts = {'명진': a, '수빈': a + b, '현수': a + b - c}
y = min(dicts, key=dicts.get)
print(y)",명진
1241,1241,1,"14, 17의 합과 8, 15의 차를 더한 값을 계산한 값을 구하시오.","a = 14
b = 17
c = 8
d = 15
y = a + b + abs(c - d)
print(y)",38
1242,1242,7,"주전자에 물이 가득 차게 하려면 각각 컵 A로는 2번, 컵 B로는 3번, 컵 C로는 4번 부어야한다면, 가장 들이가 작은 컵은 무엇인가요?","a = 2
b = 3
c = 4
dict = {'A': 1 / a, 'B': 1 / b, 'C': 1 / c}
y = min(dict, key=dict.get)
print(y)",C
1243,1243,4,8보다 5 작은 수는 몇 인지 구해보세요.,"a = 8
b = 5
y = a - b
print(y)",3
1244,1244,8,넓이가 28cm²이고 높이가 7cm인 삼각형이 있습니다. 이 삼각형의 밑변의 길이는 몇 cm인지 구해 보세요.,"a = 28
b = 7
y = a * 2 / b
print(y)",8
1245,1245,5,"수업 시간에 남학생 10명과 여학생 3명으로 한 모둠을 만들었습니다. 여러 모둠이 모여 있을 때, 여학생이 18명이면 남학생은 몇 명인지 구하시오.","a = 10
b = 3
c = 18
d = c // b
y = a * d
print(y)",60
1246,1246,8,"가로가 10cm, 세로가 15cm인 직사각형 4개를 옆으로 붙여 놓았다면, 만든 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 10
b = 15
c = 4
y = (a * c * 2) + (b * 2)
print(y)",110
1247,1247,3,"3장의 카드 2, 5, 6 를 한 번씩 모두 사용하여 소수 두 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 합은 얼마인가요? ","from itertools import permutations

a = ['2', '5', '6']
b = int(max(map(''.join, permutations(a))))
c = int(min(map(''.join, permutations(a))))
y = (b + c) * (0.1 ** 2)
print(y)",9.08
1248,1248,8,둘레가 68.6센티미터인 정오각형의 한 변의 길이는 몇 센티미터인가요?,"a = 68.6
b = 5
y = a / b
print(y)",13.72
1249,1249,8,"길이가 60센티미터인 철사를 겹치지 않게 사용하여 한 변의 길이가 12센티미터인 정사각형을 만들었다면, 남은 철사의 길이는 몇 센티미터인지 구하시오.","a = 60
b = 12
c = 4
y = a - b * c
print(y)",12
1250,1250,5,987센티미터는 A미터 B센티미터라고 할 수 있습니다. A와 B의 합을 구하시오.,"a = 987
b = 100
c = a // b
d = a % b
y = c + d
print(y)",96
1251,1251,1,4000원으로 리본 16m를 살 수 있습니다. 천 원으로 살 수 있는 리본의 길이는 몇 m인지 소수점 아래 둘 째 자리까지만 구해보세요.,"a = 4000
b = 16
c = 1000
y = b / (a / c)
print(""{:.2f}"".format(y))",4.00
1252,1252,3,"5장의 수 카드 8, 5, 2, 3, 4를 한 번씩 사용하여 세 자리 수를 만들려고 합니다. 만들 수 있는 가장 큰 수와 가장 작은 수의 차를 구하세요.","from itertools import permutations

a = ['8', '5', '2', '3', '4']
b = int(max(map(''.join, permutations(a, 3))))
c = int(min(map(''.join, permutations(a, 3))))
y = b - c
print(y)",620
1253,1253,1,우체통에 편지가 12개씩 들어 있습니다. 우체통 3개에 들어 있는 편지는 모두 몇 개입니까?,"a = 12
b = 3
y = a*b
print(y)",36
1254,1254,7,"명진이는 키위를 3.91kg샀고, 토마토를 4.7kg 샀다면, 두 과일 중 더 많이 산 것은 어느 것인가요?","a = 3.91
b = 4.7
dict = {'키위' : a, '토마토' : b}
y = max(dict, key=dict.get)
print(y)",토마토
1255,1255,7,들이가 3500mL 인 수통과 들이가 1500mL 인 주스병에 물을 가득 채운 후 바가지에 옮겨 담았더니 바가지가 가득 찼습니다. 들이가 5100mL 인 주전자와 바가지 중에서 어느 것의 들이가 더 큽니까?,"a = 3500
b = 1500
c = 5100
dict = {'바가지': a + b, '주전자': c}
y = max(dict, key=dict.get)
print(y)",주전자
1256,1256,1,845 - 42의 값을 구하시오.,"a = 845
b = 42
y = a - b
print(y)",803
1257,1257,1,상헌이의 키는 1.62 미터 입니다. 치호는 상헌이보다 0.12 미터 작고 나라는 치호보다 0.11 미터 크다고 합니 다. 나라의 키는 몇 미터 입니까?,"a = 1.62
b = 0.12
c = 0.11
y = a - b + c
print(y)",1.61
1258,1258,8,한 변의 길이가 1.34미터인 정사각형이 있습니다. 이 정사각형의 넓이는 몇 제곱미터입니까?,"a = 1.34
y = a ** 2
print(y)",1.80
1259,1259,7,지수네 가족은 한 달 동안 쌀 4kg 90g 과 보리쌀 5800g 을 먹었습니다. 쌀과 보리쌀 중 더 많이 먹은 것은 무엇입니까?,"a = 4090
b = 5800
dict = {'쌀':a, '보리쌀': b}
y = max(dict, key=dict.get)
print(y)",보리쌀
1260,1260,1,"마차는 바퀴 수에 따라서 바퀴가 2개이면 이륜마차, 바퀴가 4개이면 사륜마차라고 합니다. 이륜마차가 15대, 사륜마차가 5대 있습니다. 이륜마차의 총 바퀴 수는 사륜마차의 총 바퀴 수보다 몇 개 더 많을까요?","a = 2
b = 4
c = 15
d = 5
y = (a * c) - (b * d)
print(y)",10
1261,1261,1,사탕 15kg 을 10개의 봉지에 똑같이 나누어 담으려고 합니다. 한 봉지에 몇 kg 씩 담으면 됩니까?,"a = 15
b = 10
y = a / b
print(y)",1.50
1262,1262,8,"가로가 7센티미터, 세로가 9센티미터인 직사각형이 있습니다. 이 직사각형의 둘레는 몇 센티미터 입니까?","a = 7
b = 9
y = a * 2 + b * 2
print(y)",32
1263,1263,4,"숫자 5890, 5231, 5005 중에서, 가장 큰 수는 무엇인가요? ","a = [5890, 5231, 5005]
y = max(a)
print(y)",5890
1264,1264,8,한 변의 길이가 44.44cm인 정사각형과 둘레가 같은 정팔각형의 한 변의 길이는 몇 cm인가요?,"a = 44.44
b = 4
c = 8
y = a * b / c
print(y)",22.22
1265,1265,1,"지하철에 승객이 500명 타고 있었습니다. 이번 역에서 100명이 내렸고, 300명이 탔습니다. 현재 지하철에는 몇 명의 승객이 타고 있을까요?","a = 500
b = 100
c = 300
y = a - b + c
print(y)",700
1266,1266,8,한 변의 길이가 17센티미터인 정사각형이 있습니다. 이 정사각형의 네 변의 길이의 합은 몇센티미터입니까?,"a = 17
b = 4
y = a * b
print(y)",68
1267,1267,1,"현수네 모둠은 윗몸일으키기를 156회 했고, 수진이네 모둠은 현수네 모둠보다 30회 적게 했다면, 수진이네 모둠은 윗몸일으키기를 몇 회 했을까요?","a = 156
b = 30
y = a - b
print(y)",126
1268,1268,4,"가는 16-4+9, 나는 26-(7+9), 다는 10×(27÷3), 라는 81÷9×4입니다. 이 중 계산 결과가 가장 큰 것의 정답은 무엇입니까?","a = 16 - 4 + 9
b = 26 - (7 + 9)
c = 10 * (27 / 3)
d = 81 / 9 * 4
y = max([a, b, c, d])
print(y)",90
1269,1269,1,나무인형인 피노키오의 코의 길이는 8센티미터입니다. 피노키오가 거짓말을 하면 코의 길이가 처음보다 5배만큼 늘어난다고 합니다. 피노키오가 거짓말을 한 번 했다면 코의 길이는 몇 센티미터가 될까요?,"a = 8
b = 5
y = a * b
print(y)",40
1270,1270,8,현무는 한 변이 16센티미터인 정삼각형 모양 조각으로 무늬를 만들려고 합니다. 정삼각형 모양 조각 4개로 둘레가 가장 짧도록 무늬를 만들었을 때 만든 무늬의 둘레는 몇 센티미터 입니까?,"a = 16
b = 3
c = 4
y = a * c
print(y)",64
1271,1271,5,다음 비례식 1:2 = 6:A을 만족하는 A를 구하시오.,"a = 1
b = 2
c = 6
y = b * c / a
print(y)",12
1272,1272,1,"태욱이는 1분에 70미터를 걸어가고, 승연이는 1분에 60미터를 걸어갑니다. 두 사람이 학교에서 동시에 출발하여 서로 반대 방향으로 걸어갔습니다. 그렇다면, 10분 뒤에 두 사람은 몇 미터 떨어져 있을까요?","a = 70
b = 60
c = 10
y = (a + b) * c
print(y)",1300
1273,1273,1,"선생님께서 배 45개, 체리 30개를 될 수 있는 대로 많은 학생들에게 남김없이 똑같이 나누어 주려고 합니다. 몇 명에게 나누어 줄 수 있는지 구해 보세요.","import math

a = 45
b = 30
y = math.gcd(a, b)
print(y)",15
1274,1274,8,가로가 12cm이고 세로는 가로보다 5cm 더 긴 직사각형의 둘레는 몇 cm일까요?,"a = 12
b = 5
y = (a + a + b) * 2
print(y)",58
1275,1275,1,태양과 행성 A사이의 거리는 태양과 지구 사이의 거리인 1억 4970만km의 12배입니다. 태양과 행성 A사이의 거리는 몇 km일까요?,"a = 149700000
b = 12
y = a * b
print(y)",1796400000
1276,1276,1,스파츌러 60개가 있습니다. 6명이 똑같이 나누어 사용한다면 한 명이 스파츌러를 몇 개씩 사용할 수 있을까요?,"a = 60
b = 6
y = a // b
print(y)",10
1277,1277,6,어떤 수를 3으로 나누어야 할 것을 실수로 어떤 수에 4을 곱하였더니 48이 되었습니다. 바르게 계산하면 얼마입니까?,"a = 3
b = 4
c = 48
y = c / b / a 
print(y)",4
1278,1278,5,3000 - 3100 - 3200 - A 를 규칙에 맞게 A에 알맞은 수를 구해보시오.,"a = 3000
b = 3100
c = 3200
d = b - a
y = c + d
print(y)",3300
1279,1279,8,"가로가 60센티미터, 세로가 40센티미터인 색종이의 가로를 5센티미터씩 자르고, 세로를 4센티미터씩 잘라서 카드를 만들려고 한다면, 몇장까지 만들 수 있습니까?","a = 60
b = 40
c = 5
d = 4
y = (a // c) * (b // d)
print(y)",120
1280,1280,1,"우리나라에서는 70세를 ‘칠순’이라고도 합니다. 칠순이란 옛날 기준으로 70세까지 사는것은 드문 일이라는 뜻입니다. 올해 나정이의 할아버지는 칠순이고, 어머니는  할아버지 보다 32살 적다고 합니다. 어머니의 나이는 몇 살일까?","a = 70
b = 32
y = a - b
print(y)",38
1281,1281,8,"넓이가 200센티미터², 밑변의 길이가 5센티미터, 윗변의 길이가 15센티미터인 사다리꼴의 높이는 몇 센티미터입니까?","a = 200
b = 5
c = 15
y = 2 * a / (b + c)
print(y)",20
1282,1282,4,45과 68의 최소 공배수를 구해 보세요.,"import math
a = 45
b = 68
tmp = math.gcd(a, b)
y = a * b / tmp
print(y)",3060
1283,1283,6,어떤 수에 3을 곱해야 할 것을 실수로 더하였더니 33이 되었습니다. 바르게 계산해보시오.,"a = 3
b = 33
y = (b - a) * a
print(y)",90
1284,1284,8,"민호가 책상의 긴 쪽을 재었더니 9/10미터였다면, 책상의 긴 쪽은 몇 센티미터일까요?","a = 9 / 10
y = a * 100
print(y)",90
